row_id	family	branch	legacy_l	state_index	form_selector	dispatch	field	value
15	4	1	5	1	25	T	qk	8.1183714792132378E-003
15	4	1	5	1	25	T	zr	9.7552215576171875E+002
15	4	1	5	1	25	T	zb	-7.7661539257990611E-017
15	4	1	5	1	25	T	born	4.5938796233713219E-007
15	4	1	5	1	25	T	ter	3.8636796767525599E-036
15	4	1	5	1	25	T	tei	0.0000000000000000E+000
15	4	1	5	1	25	T	der	4.5938796233713219E-007
15	4	1	5	1	25	T	dei	1.7754451542995432E-042
16	4	1	6	1	25	T	z	6.2601625359093305E-006
16	4	1	6	1	25	T	qb	1.0294783115386963E+000
16	4	1	6	1	25	T	qk	8.1183714792132378E-003
16	4	1	6	1	25	T	zr	2.4470652343750000E+004
16	4	1	6	1	25	T	zb	0.0000000000000000E+000
16	4	1	6	1	25	T	born	8.3103577352972025E-009
16	4	1	6	1	25	T	ter	9.1084400181113110E-044
16	4	1	6	1	25	T	tei	0.0000000000000000E+000
16	4	1	6	1	25	T	der	8.3103577352972025E-009
16	4	1	6	1	25	T	dei	0.0000000000000000E+000
17	4	2	5	2	25	T	z	6.2601625359093305E-006
17	4	2	5	2	25	T	qb	1.0294783115386963E+000
17	4	2	5	2	25	T	qk	8.1183714792132378E-003
17	4	2	5	2	25	T	zr	6.0587597656250000E+002
17	4	2	5	2	25	T	zb	-4.7192652414510157E-017
17	4	2	5	2	25	T	born	-3.6704099670714641E-007
17	4	2	5	2	25	T	ter	5.7139489674271488E-036
17	4	2	5	2	25	T	tei	0.0000000000000000E+000
17	4	2	5	2	25	T	der	-3.6704099670714641E-007
17	4	2	5	2	25	T	dei	-2.0977438010942512E-042
18	4	2	6	2	25	T	z	6.2601625359093305E-006
18	4	2	6	2	25	T	qb	1.0294783115386963E+000
18	4	2	6	2	25	T	qk	8.1183714792132378E-003
18	4	2	6	2	25	T	zr	0.0000000000000000E+000
18	4	2	6	2	25	T	zb	-1.4670905071043762E-019
18	4	2	6	2	25	T	born	-6.9265131408258185E-009
18	4	2	6	2	25	T	ter	4.9045446251368597E-044
18	4	2	6	2	25	T	tei	0.0000000000000000E+000
18	4	2	6	2	25	T	der	-6.9265131408258185E-009
18	4	2	6	2	25	T	dei	0.0000000000000000E+000
19	5	1	5	1	3	T	z	3.7086505471961573E-005
19	5	1	5	1	3	T	qb	1.0294783115386963E+000
19	5	1	5	1	3	T	qk	8.1183714792132378E-003
19	5	1	5	1	3	T	zr	0.0000000000000000E+000
19	5	1	5	1	3	T	zb	0.0000000000000000E+000
19	5	1	5	1	3	T	born	-3.6244962302589556E-006
19	5	1	5	1	3	T	ter	0.0000000000000000E+000
19	5	1	5	1	3	T	tei	0.0000000000000000E+000
19	5	1	5	1	3	T	der	-3.6244962302589556E-006
19	5	1	5	1	3	T	dei	0.0000000000000000E+000
20	5	1	6	1	3	T	z	3.7086505471961573E-005
20	5	1	6	1	3	T	qb	1.0294783115386963E+000
20	5	1	6	1	3	T	qk	8.1183714792132378E-003
20	5	1	6	1	3	T	zr	0.0000000000000000E+000
20	5	1	6	1	3	T	zb	0.0000000000000000E+000
20	5	1	6	1	3	T	born	-7.2437465803432133E-008
20	5	1	6	1	3	T	ter	0.0000000000000000E+000
20	5	1	6	1	3	T	tei	0.0000000000000000E+000
20	5	1	6	1	3	T	der	-7.2437465803432133E-008
20	5	1	6	1	3	T	dei	0.0000000000000000E+000
21	5	2	5	2	3	T	z	3.7086505471961573E-005
21	5	2	5	2	3	T	qb	1.0294783115386963E+000
21	5	2	5	2	3	T	qk	8.1183714792132378E-003
21	5	2	5	2	3	T	zr	0.0000000000000000E+000
21	5	2	5	2	3	T	zb	0.0000000000000000E+000
21	5	2	5	2	3	T	born	-1.4673553323518718E-006
21	5	2	5	2	3	T	ter	0.0000000000000000E+000
21	5	2	5	2	3	T	tei	0.0000000000000000E+000
21	5	2	5	2	3	T	der	-1.4673553323518718E-006
21	5	2	5	2	3	T	dei	0.0000000000000000E+000
22	5	2	6	2	3	T	z	3.7086505471961573E-005
22	5	2	6	2	3	T	qb	1.0294783115386963E+000
22	5	2	6	2	3	T	qk	8.1183714792132378E-003
22	5	2	6	2	3	T	zr	0.0000000000000000E+000
22	5	2	6	2	3	T	zb	0.0000000000000000E+000
22	5	2	6	2	3	T	born	-3.4559235473352601E-008
22	5	2	6	2	3	T	ter	0.0000000000000000E+000
22	5	2	6	2	3	T	tei	0.0000000000000000E+000
22	5	2	6	2	3	T	der	-3.4559235473352601E-008
22	5	2	6	2	3	T	dei	0.0000000000000000E+000
23	6	1	5	1	25	T	z	6.2601625359093305E-006
23	6	1	5	1	25	T	qb	1.0294783115386963E+000
23	6	1	5	1	25	T	qk	8.1183714792132378E-003
23	6	1	5	1	25	T	zr	0.0000000000000000E+000
23	6	1	5	1	25	T	zb	0.0000000000000000E+000
23	6	1	5	1	25	T	born	-4.5926930170026026E-007
23	6	1	5	1	25	T	ter	0.0000000000000000E+000
23	6	1	5	1	25	T	tei	0.0000000000000000E+000
23	6	1	5	1	25	T	der	-4.5926930170026026E-007
23	6	1	5	1	25	T	dei	0.0000000000000000E+000
24	6	1	6	1	3	T	z	3.7086505471961573E-005
24	6	1	6	1	3	T	qb	1.0294783115386963E+000
24	6	1	6	1	3	T	qk	8.1183714792132378E-003
24	6	1	6	1	3	T	zr	0.0000000000000000E+000
24	6	1	6	1	3	T	zb	0.0000000000000000E+000
24	6	1	6	1	3	T	born	-8.3106668213872581E-009
24	6	1	6	1	3	T	ter	0.0000000000000000E+000
24	6	1	6	1	3	T	tei	0.0000000000000000E+000
24	6	1	6	1	3	T	der	-8.3106668213872581E-009
24	6	1	6	1	3	T	dei	0.0000000000000000E+000
25	6	2	5	2	25	T	z	6.2601625359093305E-006
25	6	2	5	2	25	T	qb	1.0294783115386963E+000
25	6	2	5	2	25	T	qk	8.1183714792132378E-003
25	6	2	5	2	25	T	zr	0.0000000000000000E+000
25	6	2	5	2	25	T	zb	0.0000000000000000E+000
25	6	2	5	2	25	T	born	3.6593758068192983E-007
25	6	2	5	2	25	T	ter	0.0000000000000000E+000
25	6	2	5	2	25	T	tei	0.0000000000000000E+000
25	6	2	5	2	25	T	der	3.6593758068192983E-007
25	6	2	5	2	25	T	dei	0.0000000000000000E+000
26	6	2	6	2	3	T	z	3.7086505471961573E-005
26	6	2	6	2	3	T	qb	1.0294783115386963E+000
26	6	2	6	2	3	T	qk	8.1183714792132378E-003
26	6	2	6	2	3	T	zr	0.0000000000000000E+000
26	6	2	6	2	3	T	zb	0.0000000000000000E+000
26	6	2	6	2	3	T	born	6.9301169247637517E-009
26	6	2	6	2	3	T	ter	0.0000000000000000E+000
26	6	2	6	2	3	T	tei	0.0000000000000000E+000
26	6	2	6	2	3	T	der	6.9301169247637517E-009
26	6	2	6	2	3	T	dei	0.0000000000000000E+000
